OBJECTID;uuid;deso;kommun;lan;kommunnamn;lannamn;version;Field1;key_0;Deso_1;Station;Boende_totalt_Antal;Antal_Bilar;Bilar_småhus;Bilar_flerbostadshus;Antal_personer_i_småhus;Antal_personer_i_flerbostadshus;Laddpunkter;Kommungrupp_2023;Travel__km_;Travel___;Shape_Length;Shape_Area;max_aadtfordon;sum_Length_KILOMETERS;Polyline_Count;CITY
508;{8130DFA7-8AEA-41B5-A48B-1D112FD69EDE};1281C1470;1281;12;Lund;Skåne;2018_v2;318;Lund;1281C1470;LUND_ÖM;2233;461;0;461;0;2202;27;Större stad;21;2;2960.856751;340947.7474;7657;0.689638447;4;Large
509;{A3CF4AA2-AE7B-4D12-973B-05F904283423};1281C1480;1281;12;Lund;Skåne;2018_v2;319;Lund;1281C1480;LUND_VM;1158;356;67;289;138;957;21;Större stad;21;2;4024.463264;646982.234;10783;2.324749324;7;Large
510;{BC9C4117-ACA1-4576-8C2F-53E86F0CFCF8};1281C1500;1281;12;Lund;Skåne;2018_v2;320;Lund;1281C1500;LUND_ÖM;1604;343;0;343;0;1577;20;Större stad;21;2;1818.115131;184701.6095;0;0;0;Large
511;{C35F944B-9B77-4699-B98A-37DAC867486F};1283C1610;1283;12;Helsingborg;Skåne;2018_v2;115;Helsingborg;1283C1610;OLYMPIA;2616;1062;24;1038;41;2527;63;Större stad;21;2;7656.244949;2927831.395;13267;2.855530719;13;Large
512;{1ADBD84B-6ECE-46F1-BCA6-FB090B5F1C91};1262C1090;1262;12;Lomma;Skåne;2018_v2;720;Lomma;1262C1090;BORGEBY;2295;1120;973;147;1865;417;67;Pendlingskommun nära storstad;29;4;7128.391811;2202176.291;0;0;0;No
513;{0FA44004-5350-4EE4-9CA1-A21258191085};1281C1520;1281;12;Lund;Skåne;2018_v2;321;Lund;1281C1520;LUND_ÖM;1891;632;668;-36;1784;0;37;Större stad;21;2;4058.527775;671455.9372;0;0;0;Large
514;{F37944CB-127D-40E4-AACE-BD36864C7890};1281C1430;1281;12;Lund;Skåne;2018_v2;322;Lund;1281C1430;LUND_ÖM;3437;894;516;378;1740;1534;53;Större stad;21;2;11407.78478;3939527.253;13600;8.803881233;30;Large
515;{FDA09510-3E7E-4BAD-8CE1-B8FC0DE2378F};1281C1510;1281;12;Lund;Skåne;2018_v2;323;Lund;1281C1510;LUNDS_HVC;2128;868;668;200;1464;598;52;Större stad;21;2;5278.099519;728805.8903;2864;0.452901698;1;Large
516;{DAB7AD9A-13BA-4A43-A614-8FD89817E3DF};1281C1530;1281;12;Lund;Skåne;2018_v2;324;Lund;1281C1530;LUNDS_HVC;1524;445;1;444;3;1483;26;Större stad;21;2;3774.809275;559441.0333;0;0;0;Large
517;{5FC75386-0FE6-4E17-8ACF-246956D4CC82};1290B8010;1290;12;Kristianstad;Skåne;2018_v2;195;Kristianstad;1290B8010;KRISTIAN;1035;577;564;13;1002;11;34;Större stad;21;2;15226.51522;9345429.807;2875;7.948485212;5;No
518;{CC26C569-CB9C-4FCB-96FE-01B2047DE4F2};1281C1550;1281;12;Lund;Skåne;2018_v2;325;Lund;1281C1550;LUNDS_HVC;2129;838;577;261;1252;874;50;Större stad;21;2;8638.118731;2544556.868;2393;2.042810036;2;Large
519;{60FA0ED2-86D6-4D4E-BD18-82E5D25A9DA7};1281B2030;1281;12;Lund;Skåne;2018_v2;326;Lund;1281B2030;SANDBY;1622;752;660;92;1314;260;45;Större stad;21;2;10280.33104;3150124.865;6255;5.562172743;16;No
520;{1A219579-7CAE-41AF-B077-F230A74A0C26};1261C1090;1261;12;Kävlinge;Skåne;2018_v2;725;Kävlinge;1261C1090;FURULUND;1321;696;582;114;1072;238;41;Pendlingskommun nära storstad;29;4;6482.039706;2166654.717;4929;1.412042605;9;No
521;{CA7F2C11-46FC-4AEC-9E4B-A94837F34961};1285A0010;1285;12;Eslöv;Skåne;2018_v2;666;Eslöv;1285A0010;HÖGSERÖD;2162;1345;1203;142;1960;86;80;Pendlingskommun nära större stad;25;3;72237.24784;81136777.36;3424;69.95736593;62;No
522;{0E4A2BDE-AA5D-4AA4-97EC-0611F42372A1};1281B2040;1281;12;Lund;Skåne;2018_v2;327;Lund;1281B2040;SANDBY;2209;991;836;155;1750;295;59;Större stad;21;2;9594.835709;3572546.785;3590;1.631764432;9;No
523;{3AEB9A72-85A7-4CB5-A4BA-C9506B23E554};1262C1100;1262;12;Lomma;Skåne;2018_v2;721;Lomma;1262C1100;BORGEBY;2508;1270;1134;136;2065;323;76;Pendlingskommun nära storstad;29;4;29808.43562;26482264.84;21200;36.73792435;66;No
524;{33218CE4-7BAD-437C-95D2-8CE274D3AC15};1281A0030;1281;12;Lund;Skåne;2018_v2;328;Lund;1281A0030;SANDBY;1700;963;942;21;1603;53;57;Större stad;21;2;73832.96746;56795117.95;9941;37.52631555;45;No
525;{B86C0D0E-E05D-4DF7-A902-E859774CF36B};1291A0070;1291;12;Simrishamn;Skåne;2018_v2;652;Simrishamn;1291A0070;SANKT_OLOF;1132;709;581;128;1030;65;42;Landsbygdskommun med besöksnäring;28;9;56555.99897;69865461;4970;34.13160466;31;No
526;{DE1DCA68-5BD1-4D1A-B3BF-2293DBDDD24D};1281C1560;1281;12;Lund;Skåne;2018_v2;329;Lund;1281C1560;BRUNNSHÖG;1649;685;703;-18;1518;3;41;Större stad;21;2;13999.63444;4958690.638;2223;1.912837771;4;No
527;{2E0ED128-2C2C-4BD9-9921-00C021AF8DA3};1262C1120;1262;12;Lomma;Skåne;2018_v2;722;Lomma;1262C1120;BORGEBY;2093;966;1009;-43;1988;0;57;Pendlingskommun nära storstad;29;4;16224.80589;7397570.99;14848;11.63115565;17;No
528;{20C38079-EA2C-4DC9-AC1B-CB9B54262F8C};1262C1110;1262;12;Lomma;Skåne;2018_v2;723;Lomma;1262C1110;BORGEBY;1935;955;978;-23;1927;0;57;Pendlingskommun nära storstad;29;4;13272.44629;4580970.663;21065;5.812368102;17;No
529;{78D62B83-A082-4ED5-B66A-DB2D3D88B9F1};1281C1570;1281;12;Lund;Skåne;2018_v2;330;Lund;1281C1570;BRUNNSHÖG;932;328;372;-44;905;19;19;Större stad;21;2;8624.657324;3224761.25;1613;1.37950091;4;No
530;{F25E0107-4A82-4374-8591-E024A04BACCA};1261B2010;1261;12;Kävlinge;Skåne;2018_v2;726;Kävlinge;1261B2010;BORGEBY;1890;963;862;101;1692;126;57;Pendlingskommun nära storstad;29;4;6016.077578;976326.7611;9992;1.426905274;3;No
531;{DE8036B8-A2B0-4712-A1ED-41EECCBEC597};1265A0070;1265;12;Sjöbo;Skåne;2018_v2;625;Sjöbo;1265A0070;GUSSARÖD;935;594;547;47;916;3;35;Pendlingskommun nära större stad;25;3;42811.23946;58424646.11;1354;45.71156731;30;No
532;{91AF7CB8-6B13-4F57-9B4E-2B8BE668EF95};1261B2020;1261;12;Kävlinge;Skåne;2018_v2;727;Kävlinge;1261B2020;LÖDDEKÖPIN;2308;1171;1045;126;1910;319;70;Pendlingskommun nära storstad;29;4;5218.975917;1039003.851;24415;1.156609626;11;No
533;{A572D70B-C789-48BE-AD09-975DA447BE6E};1270A0030;1270;12;Tomelilla;Skåne;2018_v2;711;Tomelilla;1270A0030;GUSSARÖD;1928;1203;987;216;1784;71;72;Pendlingskommun nära mindre tätort;33;5;73847.57621;145953251.1;4970;86.90202934;65;No
534;{1C693910-BCE0-4FEA-A716-C1B3705FFD44};1285A0020;1285;12;Eslöv;Skåne;2018_v2;667;Eslöv;1285A0020;SANDBY;842;502;499;3;810;0;30;Pendlingskommun nära större stad;25;3;36470.41237;26626350.69;11312;35.37202223;59;No
535;{544546FF-6CDE-48AF-BE41-508A9D533C4C};1285B5010;1285;12;Eslöv;Skåne;2018_v2;668;Eslöv;1285B5010;SANDBY;1076;617;603;14;1019;18;37;Pendlingskommun nära större stad;25;3;8607.826696;4659815.577;3517;4.519109075;10;No
536;{8A227E79-2109-4326-B397-8F279F7F70DF};1261C1010;1261;12;Kävlinge;Skåne;2018_v2;728;Kävlinge;1261C1010;FURULUND;1619;830;826;4;1467;147;49;Pendlingskommun nära storstad;29;4;8579.566146;4622723.587;2129;3.322976917;8;No
537;{0FAB211D-4D21-43AA-B94B-DBCEFB7EEB7D};1285B3010;1285;12;Eslöv;Skåne;2018_v2;669;Eslöv;1285B3010;HÖGSERÖD;1335;720;602;118;1077;162;43;Pendlingskommun nära större stad;25;3;14310.48095;7978933.162;2463;9.669370034;15;No
538;{4BD546E8-B167-4C40-A6D4-9F2D736BD321};1285C1030;1285;12;Eslöv;Skåne;2018_v2;670;Eslöv;1285C1030;ESLÖV;2185;770;311;459;700;1322;46;Pendlingskommun nära större stad;25;3;4341.441424;482083.923;0;0;0;Medium
539;{49702596-0D0F-4A3B-912D-E2E58DF29D87};1282C1160;1282;12;Landskrona;Skåne;2018_v2;566;Landskrona;1282C1160;LANDSKRON;1827;806;238;568;448;1358;48;Pendlingskommun nära större stad;25;3;3991.087807;764668.0406;0;0;0;Medium
540;{15423DCE-2E91-4A8C-BA53-3047D26E8F5D};1261B2040;1261;12;Kävlinge;Skåne;2018_v2;729;Kävlinge;1261B2040;LÖDDEKÖPIN;1934;887;681;206;1373;528;53;Pendlingskommun nära storstad;29;4;10945.28764;4636478.487;12675;3.868648421;20;No
541;{DEB6BD8C-4A49-4A70-AE80-2E24EBAA35C5};1261B2030;1261;12;Kävlinge;Skåne;2018_v2;730;Kävlinge;1261B2030;LÖDDEKÖPIN;2377;1293;1303;-10;2290;17;77;Pendlingskommun nära storstad;29;4;18779.50869;11065414.23;24785;16.66703339;56;No
542;{45EF717D-C4C6-412E-AB8C-923D2CC227DA};1261C1030;1261;12;Kävlinge;Skåne;2018_v2;731;Kävlinge;1261C1030;FURULUND;1689;762;517;245;1031;612;45;Pendlingskommun nära storstad;29;4;6084.082714;1226971.521;0;0;0;No
543;{A1477ED7-9B93-4CAF-B93F-2B8B9C41FB43};1261C1020;1261;12;Kävlinge;Skåne;2018_v2;732;Kävlinge;1261C1020;FURULUND;1417;704;717;-13;1311;74;42;Pendlingskommun nära storstad;29;4;10308.92411;3998804.748;1745;2.863722746;3;No
544;{A44B0A5A-8EA2-41A0-98FA-D294252936E2};1281A0040;1281;12;Lund;Skåne;2018_v2;331;Lund;1281A0040;BRUNNSHÖG;1278;749;735;14;1225;10;44;Större stad;21;2;60778.28878;54018438.01;11865;58.00605447;40;No
545;{CCE8CE4A-7778-4774-A917-95A3BBB11AC4};1266A0010;1266;12;Hörby;Skåne;2018_v2;743;Hörby;1266A0010;HÖGSERÖD;1688;1154;1069;85;1655;20;69;Pendlingskommun nära större stad;25;3;40932.18402;73089849.23;5319;56.82620246;34;No
546;{9A268051-B4C4-49BC-8F00-B2200A370AE9};1261A0030;1261;12;Kävlinge;Skåne;2018_v2;733;Kävlinge;1261A0030;ÖRTOFTA;1127;712;691;21;1089;18;42;Pendlingskommun nära storstad;29;4;34148.71443;32574426.89;3421;25.49320024;19;No
547;{B201788B-882F-4186-9840-164DAD38D39F};1261A0020;1261;12;Kävlinge;Skåne;2018_v2;734;Kävlinge;1261A0020;LÖDDEKÖPIN;956;609;627;-18;938;0;36;Pendlingskommun nära storstad;29;4;64527.53587;36558822.76;6803;33.66038652;38;No
548;{6FF0E96F-E098-4077-AF55-FE42D00452AD};1261C1040;1261;12;Kävlinge;Skåne;2018_v2;735;Kävlinge;1261C1040;FURULUND;1586;591;218;373;522;776;35;Pendlingskommun nära storstad;29;4;11435.59452;2566474.109;2442;1.865017562;3;No
549;{09E804C2-A12C-440C-B37A-821D0B001AB6};1261C1050;1261;12;Kävlinge;Skåne;2018_v2;736;Kävlinge;1261C1050;FURULUND;1506;771;685;86;1263;121;46;Pendlingskommun nära storstad;29;4;6503.168864;1374700.4;8889;2.687368991;14;No
550;{FB0B0558-7536-421F-B0C4-B24C2841C543};1261C1060;1261;12;Kävlinge;Skåne;2018_v2;737;Kävlinge;1261C1060;FURULUND;1388;693;615;78;1176;207;41;Pendlingskommun nära storstad;29;4;8044.45954;1852393.737;4723;0.588267516;5;No
551;{74E3A4CA-5491-4678-BE79-4FFA5F0B2048};1261C1080;1261;12;Kävlinge;Skåne;2018_v2;738;Kävlinge;1261C1080;FURULUND;3041;1305;655;650;1339;1406;78;Pendlingskommun nära storstad;29;4;10271.62711;3188513.903;8889;1.581363194;14;No
552;{CA80A711-6214-421A-AD0A-C2A28BC42710};1261B2050;1261;12;Kävlinge;Skåne;2018_v2;739;Kävlinge;1261B2050;LÖDDEKÖPIN;2491;1414;1452;-38;2473;0;84;Pendlingskommun nära storstad;29;4;14897.12009;8169657.83;10065;8.968040375;5;No
553;{F9412C7B-0ED6-4425-83A5-31F7FB406C7A};1261A0010;1261;12;Kävlinge;Skåne;2018_v2;740;Kävlinge;1261A0010;BARSE;669;402;385;17;654;3;24;Pendlingskommun nära storstad;29;4;42363.51164;37878249.96;7533;16.18100569;11;No
554;{97C48128-A34C-45D5-9B8D-0C76112EF42C};1261B2060;1261;12;Kävlinge;Skåne;2018_v2;741;Kävlinge;1261B2060;DÖSJEBRO;1759;966;967;-1;1725;0;57;Pendlingskommun nära storstad;29;4;17313.88501;5303865.043;18869;9.604882326;30;No
555;{7C3ECDEA-82AA-46EB-AC42-4716C2203D30};1261B2070;1261;12;Kävlinge;Skåne;2018_v2;742;Kävlinge;1261B2070;DÖSJEBRO;1698;959;985;-26;1665;11;57;Pendlingskommun nära storstad;29;4;28843.67272;13696426.01;6635;16.42157862;25;No
556;{3588454C-EF4D-4EF5-9C20-0B703FC03618};1285C1010;1285;12;Eslöv;Skåne;2018_v2;671;Eslöv;1285C1010;ESLÖV;2442;777;84;693;217;1966;46;Pendlingskommun nära större stad;25;3;8072.948766;2149659.206;0;0;0;Medium
557;{CE871FF8-C5E0-410D-AA0B-862FBD86C909};1266A0020;1266;12;Hörby;Skåne;2018_v2;744;Hörby;1266A0020;MALTESHOLM;1157;736;662;74;1130;9;44;Pendlingskommun nära större stad;25;3;48246.83608;97038697.79;1387;75.84727452;50;No
558;{1F01BDE3-8A13-4614-997C-DB1DD141FC7E};1285C1040;1285;12;Eslöv;Skåne;2018_v2;672;Eslöv;1285C1040;ESLÖV;2121;999;926;73;1913;85;59;Pendlingskommun nära större stad;25;3;6407.638398;1366837.305;0;0;0;Medium
559;{73364CF8-D7F0-4D55-866A-A9509AB195BE};1285C1090;1285;12;Eslöv;Skåne;2018_v2;673;Eslöv;1285C1090;ESLÖV;2261;874;329;545;629;1565;52;Pendlingskommun nära större stad;25;3;6799.943869;2397012.507;5939;3.69453306;17;Medium
560;{0CF14584-5A25-4698-BF87-B99C3F750DAC};1290A0010;1290;12;Kristianstad;Skåne;2018_v2;196;Kristianstad;1290A0010;MALTESHOLM;976;657;582;75;945;5;39;Större stad;21;2;74975.54686;94555689.89;1964;52.64723078;37;No
561;{7CF199A9-0A54-4F7B-BFD9-BB97C62EA0A0};1290B7010;1290;12;Kristianstad;Skåne;2018_v2;197;Kristianstad;1290B7010;GUSSARÖD;1418;787;646;141;1245;124;47;Större stad;21;2;12556.25793;9286642.412;5982;10.90418754;12;No
562;{84FA47B0-2F89-478E-882B-19056A546C19};1266A0030;1266;12;Hörby;Skåne;2018_v2;745;Hörby;1266A0030;HÖRBY;928;598;570;28;916;3;35;Pendlingskommun nära större stad;25;3;43208.21548;52679522.01;5319;47.58630545;54;No
563;{23C498B8-212E-41FE-A564-BC8077C44311};1285A0040;1285;12;Eslöv;Skåne;2018_v2;674;Eslöv;1285A0040;ESLÖV;1468;911;865;46;1402;20;54;Pendlingskommun nära större stad;25;3;49544.55682;65118665.1;10093;73.26515662;78;No
564;{EA94FC9A-F65C-4C17-A9F0-418DCC7207D3};1266C1010;1266;12;Hörby;Skåne;2018_v2;746;Hörby;1266C1010;HÖRBY;1623;840;733;107;1468;139;50;Pendlingskommun nära större stad;25;3;12947.86982;6348051.607;5972;5.89259289;6;No
565;{A04D0D37-6A4B-4170-8020-4EF8444185A3};1285C1020;1285;12;Eslöv;Skåne;2018_v2;675;Eslöv;1285C1020;ESLÖV;2293;923;610;313;1224;1003;55;Pendlingskommun nära större stad;25;3;11083.33154;3777052.118;827;1.633809084;2;Medium
566;{8C80D696-3DF9-490B-9F63-22FF2790DB2C};1266C1040;1266;12;Hörby;Skåne;2018_v2;747;Hörby;1266C1040;HÖRBY;1931;810;430;380;927;831;48;Pendlingskommun nära större stad;25;3;7042.531034;2557852.698;5457;6.301205635;17;No
567;{155415C7-38C1-40EA-8B71-B724A7966D3C};1282C1010;1282;12;Landskrona;Skåne;2018_v2;567;Landskrona;1282C1010;DÖSJEBRO;2162;1277;1217;60;2065;3;76;Pendlingskommun nära större stad;25;3;32472.59728;26729519.38;22434;26.69740804;40;No
568;{DB61240D-3747-405F-AD47-652122D0C2CD};1285C1050;1285;12;Eslöv;Skåne;2018_v2;676;Eslöv;1285C1050;ESLÖV;1858;603;275;328;624;1139;36;Pendlingskommun nära större stad;25;3;9597.784677;5218948.403;10741;6.754215003;31;Medium
569;{03F24BF3-AD29-4423-9720-C2DD4F6CCE2A};1285A0030;1285;12;Eslöv;Skåne;2018_v2;677;Eslöv;1285A0030;ESLÖV;799;419;384;35;704;63;25;Pendlingskommun nära större stad;25;3;39278.9836;35887442.38;5619;25.37516375;34;No
570;{B4171C31-A60D-4CBD-ABE3-BF03E8774DA1};1285C1070;1285;12;Eslöv;Skåne;2018_v2;678;Eslöv;1285C1070;ESLÖV;2250;1103;995;108;1903;222;66;Pendlingskommun nära större stad;25;3;7040.605501;2204480.343;1176;0.380848561;1;Medium
571;{8DEC1B85-5970-4806-BE8E-967130AB5304};1266C1020;1266;12;Hörby;Skåne;2018_v2;748;Hörby;1266C1020;HÖRBY;2448;1098;680;418;1400;975;65;Pendlingskommun nära större stad;25;3;10925.93598;5907810.467;506;0.69295499;3;No
572;{ADB69F2E-6AF9-4E66-9FB6-75FE7F940C23};1285C1080;1285;12;Eslöv;Skåne;2018_v2;679;Eslöv;1285C1080;ESLÖV;2971;1060;486;574;1109;1765;63;Pendlingskommun nära större stad;25;3;6769.532624;1599573.813;4680;0.863354901;5;Medium
573;{6D5DA83E-67D7-4E0F-A6E0-76CAAA2A5FF6};1282C1020;1282;12;Landskrona;Skåne;2018_v2;568;Landskrona;1282C1020;VADENSJÖ;2813;1419;1438;-19;2739;43;85;Pendlingskommun nära större stad;25;3;8999.072995;3344252.878;1730;2.158850491;4;No
574;{54FBD6B8-434F-44EA-9E4D-B1DA94B78983};1282C1030;1282;12;Landskrona;Skåne;2018_v2;569;Landskrona;1282C1030;VADENSJÖ;1196;586;512;74;1023;0;35;Pendlingskommun nära större stad;25;3;13387.26795;7012927.055;12892;8.091403581;5;No
575;{9F47F141-4A88-4A5A-990B-5B1ABA731D1D};1285B2010;1285;12;Eslöv;Skåne;2018_v2;680;Eslöv;1285B2010;SVALÖV;1827;956;798;158;1423;337;57;Pendlingskommun nära större stad;25;3;12525.55093;7079037.356;2886;7.046204482;20;No
576;{741E2931-98A8-4608-ABAB-ABAFB4CE2653};1282C1040;1282;12;Landskrona;Skåne;2018_v2;570;Landskrona;1282C1040;LANDSKRON;2148;852;105;747;199;1787;51;Pendlingskommun nära större stad;25;3;14266.69223;10467366.26;443;0.210424766;2;Medium
577;{A915E7F3-8594-4582-8A57-963A26850479};1290A0020;1290;12;Kristianstad;Skåne;2018_v2;198;Kristianstad;1290A0020;GUSSARÖD;1529;963;849;114;1495;20;57;Större stad;21;2;65079.8495;97067528.42;4970;52.22226486;42;No
578;{2361BB49-9D8A-4B57-A5AF-0A123DA0A581};1282C1060;1282;12;Landskrona;Skåne;2018_v2;571;Landskrona;1282C1060;LANDSKRON;2335;587;131;456;349;1866;35;Pendlingskommun nära större stad;25;3;2417.406374;215292.6397;0;0;0;Medium
579;{FBA4F4BD-38A7-401A-9047-8BCBFB52C8D8};1266C1030;1266;12;Hörby;Skåne;2018_v2;749;Hörby;1266C1030;HÖRBY;2074;1043;788;255;1599;343;62;Pendlingskommun nära större stad;25;3;15797.94215;6577904.404;7268;18.53313858;71;No
580;{09DA486B-F9F8-45B0-B5D7-634ACE1FED56};1214B2010;1214;12;Svalöv;Skåne;2018_v2;753;Svalöv;1214B2010;SVALÖV;1986;941;761;180;1484;396;56;Pendlingskommun nära större stad;25;3;9256.934335;6050253.142;7143;8.167045872;16;No
581;{338E0FD7-0AB8-42EF-8103-04E1827B00AE};1282C1150;1282;12;Landskrona;Skåne;2018_v2;572;Landskrona;1282C1150;LANDSKRON;1209;335;0;335;0;1083;20;Pendlingskommun nära större stad;25;3;1267.738126;97314.9839;0;0;0;Medium
582;{877BFE8F-7876-41EE-A336-AAE6EE2C1B7C};1267A0010;1267;12;Höör;Skåne;2018_v2;762;Höör;1267A0010;HÖGSERÖD;1666;1014;972;42;1636;8;60;Pendlingskommun nära mindre tätort;33;5;50954.64097;79314511.82;7986;74.12296454;90;No
583;{A429813D-C7F3-4D84-942F-AA579617A29E};1282C1050;1282;12;Landskrona;Skåne;2018_v2;573;Landskrona;1282C1050;LANDSKRON;2569;803;440;363;1046;1473;48;Pendlingskommun nära större stad;25;3;7877.334631;2241612.529;18000;6.576807343;34;Medium
584;{94137FEF-8CE9-46B0-BC04-AFB07EBAF519};1282C1100;1282;12;Landskrona;Skåne;2018_v2;574;Landskrona;1282C1100;LANDSKRON;2282;758;306;452;714;1438;45;Pendlingskommun nära större stad;25;3;3592.310736;477630.1797;0;0;0;Medium
585;{3EA33E90-76AD-43C2-B1D6-3E9360720BCD};1282C1110;1282;12;Landskrona;Skåne;2018_v2;575;Landskrona;1282C1110;LANDSKRON;2055;645;68;577;169;1759;38;Pendlingskommun nära större stad;25;3;2397.63402;203430.8138;0;0;0;Medium
586;{8695DF82-A76A-4608-BE44-9A5F44760BD6};1282C1090;1282;12;Landskrona;Skåne;2018_v2;576;Landskrona;1282C1090;LANDSKRON;1913;663;130;533;304;1524;39;Pendlingskommun nära större stad;25;3;6964.893556;2071325.839;0;0;0;Medium
587;{D3D5ADE7-1B90-4BF6-9FBC-69829A606C99};1282C1120;1282;12;Landskrona;Skåne;2018_v2;577;Landskrona;1282C1120;LANDSKRON;1390;607;319;288;603;784;36;Pendlingskommun nära större stad;25;3;3760.345647;382223.1859;0;0;0;Medium
588;{6ABBFFE1-3805-4174-BE6F-C1F19332EC85};1282C1140;1282;12;Landskrona;Skåne;2018_v2;578;Landskrona;1282C1140;LANDSKRON;1227;440;0;440;0;1209;26;Pendlingskommun nära större stad;25;3;1688.183631;168739.4688;0;0;0;Medium
589;{43068C1F-2C82-459E-A23F-AA7D0E1E12B2};1282C1130;1282;12;Landskrona;Skåne;2018_v2;579;Landskrona;1282C1130;LANDSKRON;1769;626;183;443;447;1257;37;Pendlingskommun nära större stad;25;3;4284.27214;572084.5486;0;0;0;Medium
590;{B3758234-4C5D-475C-A06C-02FE3FBDC3B5};1214B4010;1214;12;Svalöv;Skåne;2018_v2;754;Svalöv;1214B4010;SVALÖV;1125;641;574;67;1014;59;38;Pendlingskommun nära större stad;25;3;12467.25815;7752814.582;7663;11.35854824;15;No
591;{E3C36F97-0A61-4057-83C6-B15DEADA7B2B};1282B3010;1282;12;Landskrona;Skåne;2018_v2;580;Landskrona;1282B3010;VADENSJÖ;1795;999;923;76;1582;149;59;Pendlingskommun nära större stad;25;3;9085.921595;5885599.145;7945;10.22764873;32;No
592;{C37D9C3F-1165-4075-967B-3D93C3A9D4E4};1283B2010;1283;12;Helsingborg;Skåne;2018_v2;116;Helsingborg;1283B2010;RAUS_GÅRD;1927;905;923;-18;1918;0;54;Större stad;21;2;5939.762108;1752059.361;0;0;0;No
593;{DCFB9FDF-DB4C-4E30-8883-AB8F67FE5000};1267C1060;1267;12;Höör;Skåne;2018_v2;763;Höör;1267C1060;MAGLASÄTE;2116;1075;1028;47;2006;52;64;Pendlingskommun nära mindre tätort;33;5;36393.53739;18097419.16;9506;11.55940701;12;No
594;{904A71F8-379E-498C-B73B-57A93B0E6CFD};1282C1180;1282;12;Landskrona;Skåne;2018_v2;581;Landskrona;1282C1180;LANDSKRON;2123;995;693;302;1464;609;59;Pendlingskommun nära större stad;25;3;3340.853592;686102.2021;0;0;0;Medium
595;{DA964DC5-FFEC-4BAF-B9D9-465D03637274};1214A0010;1214;12;Svalöv;Skåne;2018_v2;755;Svalöv;1214A0010;SVALÖV;968;687;674;13;965;0;41;Pendlingskommun nära större stad;25;3;63079.8419;43497674.63;4767;34.8820353;34;No
596;{661865DE-9C22-410D-83FA-35712953C12D};1282C1200;1282;12;Landskrona;Skåne;2018_v2;582;Landskrona;1282C1200;LANDSKRON;2151;702;258;444;523;1620;42;Pendlingskommun nära större stad;25;3;7368.629074;1628446.65;268;0.180278287;3;Medium
597;{599BEBB7-725B-497F-AD25-58BDC74DF6A4};1283C1310;1283;12;Helsingborg;Skåne;2018_v2;117;Helsingborg;1283C1310;OLYMPIA;1720;522;5;517;12;1678;31;Större stad;21;2;1613.295159;119885.0588;0;0;0;Large
598;{42D6F552-3BA9-4DC8-8D26-61C194133564};1283C1300;1283;12;Helsingborg;Skåne;2018_v2;118;Helsingborg;1283C1300;OLYMPIA;1901;837;868;-31;1843;15;50;Större stad;21;2;3606.470215;589716.3964;0;0;0;Large
599;{C15FF555-7803-4E7C-9574-F302FE2E7238};1285B4010;1285;12;Eslöv;Skåne;2018_v2;681;Eslöv;1285B4010;MAGLASÄTE;1443;646;583;63;1157;57;38;Pendlingskommun nära större stad;25;3;8524.152068;5451440.678;1022;6.833735974;13;No
600;{5EFB8BAE-503F-4339-BF54-95C732B6A7C9};1266A0040;1266;12;Hörby;Skåne;2018_v2;750;Hörby;1266A0040;HÖRBY;1031;647;591;56;1006;4;38;Pendlingskommun nära större stad;25;3;50225.9774;78574868.92;836;61.9967863;40;No
601;{DC175B22-EC45-4D43-9C73-2D2F9317CF60};1290B2010;1290;12;Kristianstad;Skåne;2018_v2;199;Kristianstad;1290B2010;ÅHUS_V;2633;1448;1331;117;2618;0;86;Större stad;21;2;23293.46813;14624383.28;5177;4.537103616;4;No
602;{9A79B20C-A300-4205-B49D-7225571A76C0};1282C1170;1282;12;Landskrona;Skåne;2018_v2;583;Landskrona;1282C1170;LANDSKRON;1080;301;37;264;79;971;18;Pendlingskommun nära större stad;25;3;14103.60637;4777576.327;9504;4.883469483;19;Medium
603;{7CBDDE4B-F490-40FC-B4C8-A3AE7A343F62};1282C1190;1282;12;Landskrona;Skåne;2018_v2;584;Landskrona;1282C1190;LANDSKRON;2795;1351;1165;186;2343;356;81;Pendlingskommun nära större stad;25;3;9237.366718;3172280.898;499;0.428700618;1;Medium
604;{353BEE56-9027-448F-8129-3C231F067BF1};1290B2020;1290;12;Kristianstad;Skåne;2018_v2;200;Kristianstad;1290B2020;ÅHUS_V;1215;630;457;173;1016;128;37;Större stad;21;2;7026.010342;1173494.409;8716;3.221368649;17;No
605;{88D0E3C8-4E9E-4B57-9843-E97ACC5E77FA};1290B2030;1290;12;Kristianstad;Skåne;2018_v2;201;Kristianstad;1290B2030;ÅHUS_V;1939;938;568;370;1187;720;56;Större stad;21;2;7543.988774;1693947.13;3949;0.287407444;2;No
606;{F6732A0E-617B-4D57-BB37-170DD024537C};1266B2010;1266;12;Hörby;Skåne;2018_v2;751;Hörby;1266B2010;HÖRBY;1484;876;778;98;1437;13;52;Pendlingskommun nära större stad;25;3;18582.25831;10847200.68;3968;6.141733294;4;No
607;{BFB5226B-06BA-4195-9E77-18412E9A54C7};1285A0050;1285;12;Eslöv;Skåne;2018_v2;682;Eslöv;1285A0050;SVALÖV;1186;791;756;35;1143;4;47;Pendlingskommun nära större stad;25;3;69924.29696;66791952.92;6579;49.68388822;47;No
